2026-02-22 10:29:02.110216 | 10161
2026-02-22 10:29:02.110380 | 10174
2026-02-22 10:29:02.125481 | 10179
2026-02-22 10:29:02.125773 | 10154
2026-02-22 10:29:02.125963 | 10161
2026-02-22 10:29:02.126175 | 10154
2026-02-22 10:29:02.126389 | 10153
2026-02-22 10:29:02.141627 | 10160
2026-02-22 10:29:02.142085 | 10177
2026-02-22 10:29:02.142312 | 10166
2026-02-22 10:29:02.142526 | 10149
2026-02-22 10:29:02.142727 | 10148
2026-02-22 10:29:02.157450 | 10157
2026-02-22 10:29:02.157712 | 10170
2026-02-22 10:29:02.157926 | 10187
2026-02-22 10:29:02.158096 | 10190
2026-02-22 10:29:02.158282 | 10175
2026-02-22 10:29:02.173467 | 10160
2026-02-22 10:29:02.173810 | 10159
2026-02-22 10:29:02.174086 | 10156
2026-02-22 10:29:02.174330 | 10165
2026-02-22 10:29:02.174534 | 10166
2026-02-22 10:29:02.189450 | 10171
2026-02-22 10:29:02.189943 | 10144
2026-02-22 10:29:02.190178 | 10147
2026-02-22 10:29:02.190372 | 10148
2026-02-22 10:29:02.190547 | 10159
2026-02-22 10:29:02.205273 | 10164
2026-02-22 10:29:02.205724 | 10179
2026-02-22 10:29:02.205915 | 10164
2026-02-22 10:29:02.206077 | 10157
2026-02-22 10:29:02.206229 | 10148
2026-02-22 10:29:02.221223 | 10151
2026-02-22 10:29:02.221666 | 10162
2026-02-22 10:29:02.221914 | 10161
2026-02-22 10:29:02.222150 | 10162
2026-02-22 10:29:02.222350 | 10167
2026-02-22 10:29:02.222567 | 10154
2026-02-22 10:29:02.237384 | 10147
2026-02-22 10:29:02.237792 | 10160
2026-02-22 10:29:02.238016 | 10175
2026-02-22 10:29:02.238219 | 10180
2026-02-22 10:29:02.238409 | 10161
2026-02-22 10:29:02.253250 | 10154
2026-02-22 10:29:02.253533 | 10149
2026-02-22 10:29:02.253732 | 10144
2026-02-22 10:29:02.253948 | 10155
2026-02-22 10:29:02.254148 | 10182
2026-02-22 10:29:02.269240 | 10175
2026-02-22 10:29:02.269525 | 10164
2026-02-22 10:29:02.269728 | 10149
2026-02-22 10:29:02.269937 | 10140
2026-02-22 10:29:02.270133 | 10153
2026-02-22 10:29:02.285179 | 10178
2026-02-22 10:29:02.285476 | 10169
2026-02-22 10:29:02.285686 | 10168
2026-02-22 10:29:02.285906 | 10165
2026-02-22 10:29:02.286108 | 10138
2026-02-22 10:29:02.301140 | 10143
2026-02-22 10:29:02.301441 | 10146
2026-02-22 10:29:02.301648 | 10165
2026-02-22 10:29:02.301837 | 10162
2026-02-22 10:29:02.302054 | 10161
2026-02-22 10:29:02.317152 | 10158
2026-02-22 10:29:02.317429 | 10155
2026-02-22 10:29:02.317604 | 10160
2026-02-22 10:29:02.317789 | 10167
2026-02-22 10:29:02.317985 | 10176
2026-02-22 10:29:02.333125 | 10171
2026-02-22 10:29:02.333367 | 10162
2026-02-22 10:29:02.333513 | 10165
2026-02-22 10:29:02.333653 | 10174
2026-02-22 10:29:02.333792 | 10177
2026-02-22 10:29:02.349101 | 10178
2026-02-22 10:29:02.349407 | 10165
2026-02-22 10:29:02.349614 | 10140
2026-02-22 10:29:02.349804 | 10135
2026-02-22 10:29:02.350016 | 10144
