2026-02-22 10:27:17.921783 | 3634
2026-02-22 10:27:17.921924 | 3639
2026-02-22 10:27:17.922065 | 3638
2026-02-22 10:27:17.937397 | 3653
2026-02-22 10:27:17.937614 | 3656
2026-02-22 10:27:17.937739 | 3657
2026-02-22 10:27:17.937878 | 3642
2026-02-22 10:27:17.938017 | 3633
2026-02-22 10:27:17.953382 | 3638
2026-02-22 10:27:17.953602 | 3627
2026-02-22 10:27:17.953731 | 3620
2026-02-22 10:27:17.953855 | 3621
2026-02-22 10:27:17.954060 | 3630
2026-02-22 10:27:17.969313 | 3631
2026-02-22 10:27:17.969599 | 3608
2026-02-22 10:27:17.969791 | 3621
2026-02-22 10:27:17.969967 | 3642
2026-02-22 10:27:17.970130 | 3647
2026-02-22 10:27:17.985216 | 3650
2026-02-22 10:27:17.985458 | 3661
2026-02-22 10:27:17.985596 | 3660
2026-02-22 10:27:17.985732 | 3639
2026-02-22 10:27:17.985887 | 3620
2026-02-22 10:27:17.986036 | 3617
2026-02-22 10:27:18.001306 | 3624
2026-02-22 10:27:18.001541 | 3639
2026-02-22 10:27:18.001681 | 3624
2026-02-22 10:27:18.001810 | 3609
2026-02-22 10:27:18.001965 | 3614
2026-02-22 10:27:18.017255 | 3627
2026-02-22 10:27:18.017485 | 3616
2026-02-22 10:27:18.017620 | 3613
2026-02-22 10:27:18.017750 | 3622
2026-02-22 10:27:18.017893 | 3629
2026-02-22 10:27:18.033231 | 3626
2026-02-22 10:27:18.033463 | 3631
2026-02-22 10:27:18.033598 | 3624
2026-02-22 10:27:18.033729 | 3635
2026-02-22 10:27:18.033857 | 3634
2026-02-22 10:27:18.049205 | 3623
2026-02-22 10:27:18.049436 | 3628
2026-02-22 10:27:18.049573 | 3625
2026-02-22 10:27:18.049704 | 3610
2026-02-22 10:27:18.049832 | 3613
2026-02-22 10:27:18.065743 | 3606
2026-02-22 10:27:18.066373 | 3611
2026-02-22 10:27:18.066583 | 3614
2026-02-22 10:27:18.066807 | 3617
2026-02-22 10:27:18.067022 | 3622
2026-02-22 10:27:18.081258 | 3625
2026-02-22 10:27:18.081549 | 3638
2026-02-22 10:27:18.081678 | 3643
2026-02-22 10:27:18.081830 | 3642
2026-02-22 10:27:18.082016 | 3627
2026-02-22 10:27:18.098124 | 3620
2026-02-22 10:27:18.098542 | 3617
2026-02-22 10:27:18.098671 | 3614
2026-02-22 10:27:18.098795 | 3603
2026-02-22 10:27:18.098962 | 3598
2026-02-22 10:27:18.113592 | 3603
2026-02-22 10:27:18.114185 | 3594
2026-02-22 10:27:18.114464 | 3583
2026-02-22 10:27:18.114614 | 3578
2026-02-22 10:27:18.114781 | 3591
2026-02-22 10:27:18.129519 | 3596
2026-02-22 10:27:18.129832 | 3603
2026-02-22 10:27:18.130032 | 3616
2026-02-22 10:27:18.130172 | 3617
2026-02-22 10:27:18.130310 | 3604
2026-02-22 10:27:18.145229 | 3613
2026-02-22 10:27:18.145585 | 3602
2026-02-22 10:27:18.145675 | 3609
2026-02-22 10:27:18.145782 | 3604
2026-02-22 10:27:18.145917 | 3591
2026-02-22 10:27:18.146069 | 3590
2026-02-22 10:27:18.164833 | 3595
2026-02-22 10:27:18.165215 | 3582
2026-02-22 10:27:18.165353 | 3573
2026-02-22 10:27:18.165504 | 3572
2026-02-22 10:27:18.165630 | 3589
2026-02-22 10:27:18.177063 | 3602
2026-02-22 10:27:18.177349 | 3591
2026-02-22 10:27:18.177485 | 3588
2026-02-22 10:27:18.177600 | 3599
2026-02-22 10:27:18.177713 | 3608
2026-02-22 10:27:18.193018 | 3617
2026-02-22 10:27:18.193358 | 3604
2026-02-22 10:27:18.193453 | 3603
2026-02-22 10:27:18.193545 | 3604
2026-02-22 10:27:18.193656 | 3591
2026-02-22 10:27:18.209119 | 3572
2026-02-22 10:27:18.209366 | 3569
2026-02-22 10:27:18.209515 | 3560
2026-02-22 10:27:18.209617 | 3569
2026-02-22 10:27:18.209705 | 3572
2026-02-22 10:27:18.225043 | 3575
2026-02-22 10:27:18.225288 | 3590
2026-02-22 10:27:18.225386 | 3587
2026-02-22 10:27:18.225478 | 3578
2026-02-22 10:27:18.225568 | 3583
2026-02-22 10:27:18.241189 | 3594
2026-02-22 10:27:18.241614 | 3607
2026-02-22 10:27:18.241852 | 3610
2026-02-22 10:27:18.242061 | 3583
2026-02-22 10:27:18.242219 | 3576
2026-02-22 10:27:18.257201 | 3595
2026-02-22 10:27:18.257710 | 3582
2026-02-22 10:27:18.257940 | 3591
2026-02-22 10:27:18.258135 | 3580
2026-02-22 10:27:18.258354 | 3585
2026-02-22 10:27:18.273113 | 3588
2026-02-22 10:27:18.273497 | 3581
2026-02-22 10:27:18.273627 | 3576
2026-02-22 10:27:18.273749 | 3575
2026-02-22 10:27:18.273904 | 3566
2026-02-22 10:27:18.289157 | 3563
2026-02-22 10:27:18.289568 | 3580
2026-02-22 10:27:18.289778 | 3607
2026-02-22 10:27:18.290007 | 3620
2026-02-22 10:27:18.290228 | 3625
2026-02-22 10:27:18.305063 | 3606
2026-02-22 10:27:18.305393 | 3595
2026-02-22 10:27:18.305532 | 3602
2026-02-22 10:27:18.305670 | 3603
2026-02-22 10:27:18.305807 | 3588
2026-02-22 10:27:18.306007 | 3583
2026-02-22 10:27:18.320921 | 3582
2026-02-22 10:27:18.321184 | 3583
2026-02-22 10:27:18.321372 | 3594
2026-02-22 10:27:18.321553 | 3593
2026-02-22 10:27:18.321729 | 3594
2026-02-22 10:27:18.336891 | 3613
2026-02-22 10:27:18.337129 | 3602
2026-02-22 10:27:18.337269 | 3603
2026-02-22 10:27:18.337419 | 3592
2026-02-22 10:27:18.337547 | 3599
